# This file was produced by bcftools stats (1.24+htslib-1.24) and can be plotted using plot-vcfstats.
# The command line was:	bcftools stats  results/variants/NIST7035_filtered_variants.vcf.gz
#
# Definition of sets:
# ID	[2]id	[3]tab-separated file names
ID	0	results/variants/NIST7035_filtered_variants.vcf.gz
# SN, Summary numbers:
#   number of records   .. number of data rows in the VCF
#   number of no-ALTs   .. reference-only sites, ALT is either "." or identical to REF
#   number of SNPs      .. number of rows with a SNP
#   number of MNPs      .. number of rows with a MNP, such as CC>TT
#   number of indels    .. number of rows with an indel
#   number of others    .. number of rows with other type, for example a symbolic allele or
#                          a complex substitution, such as ACT>TCGA
#   number of multiallelic sites     .. number of rows with multiple alternate alleles
#   number of multiallelic SNP sites .. number of rows with multiple alternate alleles, all SNPs
#
#   Note that rows containing multiple types will be counted multiple times, in each
#   counter. For example, a row with a SNP and an indel increments both the SNP and
#   the indel counter.
#
# SN	[2]id	[3]key	[4]value
SN	0	number of samples:	1
SN	0	number of records:	283102
SN	0	number of no-ALTs:	0
SN	0	number of SNPs:	249261
SN	0	number of MNPs:	0
SN	0	number of indels:	33879
SN	0	number of others:	0
SN	0	number of multiallelic sites:	757
SN	0	number of multiallelic SNP sites:	60
# TSTV, transitions/transversions
#   - transitions, see https://en.wikipedia.org/wiki/Transition_(genetics)
#   - transversions, see https://en.wikipedia.org/wiki/Transversion
# TSTV	[2]id	[3]ts	[4]tv	[5]ts/tv	[6]ts (1st ALT)	[7]tv (1st ALT)	[8]ts/tv (1st ALT)
TSTV	0	149710	99611	1.50	149656	99518	1.50
# SiS, Singleton stats:
#   - allele count, i.e. the number of singleton genotypes (AC=1)
#   - number of transitions, see above
#   - number of transversions, see above
#   - repeat-consistent, inconsistent and n/a: experimental and useless stats [DEPRECATED]
# SiS	[2]id	[3]allele count	[4]number of SNPs	[5]number of transitions	[6]number of transversions	[7]number of indels	[8]repeat-consistent	[9]repeat-inconsistent	[10]not applicable
SiS	0	1	72374	46949	25425	12558	0	0	12558
# AF, Stats by non-reference allele frequency:
# AF	[2]id	[3]allele frequency	[4]number of SNPs	[5]number of transitions	[6]number of transversions	[7]number of indels	[8]repeat-consistent	[9]repeat-inconsistent	[10]not applicable
AF	0	0.000000	72374	46949	25425	12558	0	0	12558
AF	0	0.990000	176947	102761	74186	21859	0	0	21859
# QUAL, Stats by quality
# QUAL	[2]id	[3]Quality	[4]number of SNPs	[5]number of transitions (1st ALT)	[6]number of transversions (1st ALT)	[7]number of indels
QUAL	0	722.6	17	7	10	2
QUAL	0	723.0	13	11	2	1
QUAL	0	723.6	16	13	3	5
QUAL	0	724.0	26	19	7	0
QUAL	0	724.6	25	17	8	2
QUAL	0	725.0	12	7	5	2
QUAL	0	725.6	17	8	9	0
QUAL	0	726.0	17	10	7	1
QUAL	0	726.6	16	13	3	5
QUAL	0	727.0	21	14	7	2
QUAL	0	727.6	12	7	5	1
QUAL	0	728.0	21	15	6	1
QUAL	0	728.6	15	13	2	4
QUAL	0	729.0	29	24	5	4
QUAL	0	729.1	1	1	0	0
QUAL	0	729.6	17	13	4	1
QUAL	0	730.0	31	21	10	1
QUAL	0	730.6	21	14	7	3
QUAL	0	731.0	22	16	6	1
QUAL	0	731.6	18	13	5	0
QUAL	0	732.0	12	9	3	1
QUAL	0	732.6	5	3	2	2
QUAL	0	733.0	19	14	5	1
QUAL	0	733.6	18	12	6	1
QUAL	0	734.0	15	11	4	6
QUAL	0	734.6	15	11	4	0
QUAL	0	735.0	22	16	6	3
QUAL	0	735.6	23	12	11	7
QUAL	0	736.0	24	14	10	2
QUAL	0	736.1	0	0	0	1
QUAL	0	736.6	13	8	5	2
QUAL	0	737.0	23	16	7	1
QUAL	0	737.6	26	19	7	0
QUAL	0	738.0	26	20	6	1
QUAL	0	738.6	19	14	5	0
QUAL	0	739.0	25	19	6	2
QUAL	0	739.6	23	15	8	1
QUAL	0	740.0	21	16	5	7
QUAL	0	740.6	12	9	3	3
QUAL	0	741.0	16	10	6	2
QUAL	0	741.6	20	13	7	1
QUAL	0	742.0	26	17	9	2
QUAL	0	742.6	13	9	4	1
QUAL	0	743.0	22	14	8	4
QUAL	0	743.6	12	9	3	1
QUAL	0	744.0	11	8	3	2
QUAL	0	744.6	12	6	6	0
QUAL	0	744.8	0	0	0	1
QUAL	0	745.0	16	13	3	3
QUAL	0	745.6	26	20	6	2
QUAL	0	746.0	17	12	5	0
QUAL	0	746.6	25	18	7	2
QUAL	0	746.8	0	0	0	1
QUAL	0	747.0	14	9	5	1
QUAL	0	747.6	20	10	10	3
QUAL	0	748.0	21	14	7	2
QUAL	0	748.6	15	15	0	3
QUAL	0	749.0	16	14	2	2
QUAL	0	749.6	18	12	6	0
QUAL	0	750.0	20	10	10	1
QUAL	0	750.6	18	13	5	0
QUAL	0	751.0	50	31	19	8
QUAL	0	751.6	17	11	6	1
QUAL	0	752.0	17	9	8	4
QUAL	0	752.6	20	12	8	0
QUAL	0	753.0	16	8	8	1
QUAL	0	753.2	0	0	0	1
QUAL	0	753.6	15	14	1	1
QUAL	0	754.0	21	9	12	0
QUAL	0	754.1	1	1	0	0
QUAL	0	754.6	11	6	5	0
QUAL	0	755.0	17	14	3	2
QUAL	0	755.6	12	10	2	0
QUAL	0	756.0	22	16	6	1
QUAL	0	756.1	1	0	1	0
QUAL	0	756.6	12	8	4	2
QUAL	0	757.0	23	17	6	1
QUAL	0	757.6	19	12	7	2
QUAL	0	758.0	21	18	3	1
QUAL	0	758.6	25	16	9	1
QUAL	0	759.0	19	11	8	4
QUAL	0	759.6	11	8	3	2
QUAL	0	760.0	23	13	10	0
QUAL	0	760.6	9	7	2	3
QUAL	0	761.0	18	16	2	1
QUAL	0	761.6	17	14	3	0
QUAL	0	762.0	21	14	7	2
QUAL	0	762.6	11	9	2	2
QUAL	0	762.8	1	1	0	0
QUAL	0	763.0	15	12	3	0
QUAL	0	763.6	13	8	5	2
QUAL	0	764.0	25	21	4	0
QUAL	0	764.6	17	15	2	0
QUAL	0	765.0	19	15	4	0
QUAL	0	765.6	17	13	4	1
QUAL	0	766.0	20	16	4	1
QUAL	0	766.6	23	14	9	2
QUAL	0	767.0	16	15	1	1
QUAL	0	767.6	19	15	4	1
QUAL	0	767.9	0	0	0	1
QUAL	0	768.0	19	15	4	2
QUAL	0	768.6	21	16	5	2
QUAL	0	768.7	1	1	0	1
QUAL	0	769.0	19	12	7	1
QUAL	0	769.6	18	16	2	2
QUAL	0	770.0	18	10	8	1
QUAL	0	770.6	10	7	3	1
QUAL	0	771.0	17	13	4	0
QUAL	0	771.6	18	13	5	1
QUAL	0	772.0	19	14	5	3
QUAL	0	772.6	14	12	2	3
QUAL	0	773.0	22	15	7	3
QUAL	0	773.6	14	8	6	2
QUAL	0	774.0	23	18	5	1
QUAL	0	774.6	12	9	3	0
QUAL	0	775.0	19	15	4	1
QUAL	0	775.6	20	17	3	2
QUAL	0	776.0	21	13	8	1
QUAL	0	776.6	12	9	3	1
QUAL	0	777.0	21	17	4	4
QUAL	0	777.6	14	12	2	3
QUAL	0	778.0	15	10	5	1
QUAL	0	778.6	15	7	8	0
QUAL	0	778.9	0	0	0	1
QUAL	0	779.0	19	13	6	1
QUAL	0	779.6	14	8	6	1
QUAL	0	780.0	23	18	5	0
QUAL	0	780.6	17	11	6	2
QUAL	0	781.0	16	13	3	3
QUAL	0	781.6	21	18	3	2
QUAL	0	782.0	22	15	7	2
QUAL	0	782.6	14	8	6	0
QUAL	0	782.7	0	0	0	1
QUAL	0	783.0	20	12	8	0
QUAL	0	783.6	10	8	2	0
QUAL	0	784.0	25	18	7	1
QUAL	0	784.6	16	11	5	2
QUAL	0	785.0	15	9	6	1
QUAL	0	785.6	15	13	2	1
QUAL	0	785.8	0	0	0	1
QUAL	0	785.9	1	0	1	0
QUAL	0	786.0	26	16	10	2
QUAL	0	786.6	18	14	4	2
QUAL	0	787.0	19	14	5	1
QUAL	0	787.6	21	11	10	0
QUAL	0	787.9	0	0	0	1
QUAL	0	788.0	25	15	10	1
QUAL	0	788.6	17	7	10	0
QUAL	0	789.0	21	16	5	1
QUAL	0	789.1	1	0	1	0
QUAL	0	789.6	17	12	5	1
QUAL	0	790.0	19	18	1	1
QUAL	0	790.6	17	12	5	2
QUAL	0	791.0	13	11	2	3
QUAL	0	791.6	13	8	5	1
QUAL	0	792.0	12	7	5	1
QUAL	0	792.6	10	5	5	2
QUAL	0	793.0	27	19	8	4
QUAL	0	793.6	14	10	4	3
QUAL	0	794.0	21	16	5	0
QUAL	0	794.6	10	8	2	2
QUAL	0	795.0	28	20	8	0
QUAL	0	795.6	17	12	5	3
QUAL	0	795.9	4	2	2	0
QUAL	0	796.0	34	25	9	18
QUAL	0	796.2	0	0	0	1
QUAL	0	796.6	22	14	8	3
QUAL	0	797.0	25	13	12	6
QUAL	0	797.6	15	9	6	0
QUAL	0	798.0	15	12	3	1
QUAL	0	798.6	10	9	1	1
QUAL	0	799.0	16	8	8	2
QUAL	0	799.6	27	19	8	0
QUAL	0	800.0	17	12	5	0
QUAL	0	800.6	9	6	3	2
QUAL	0	801.0	13	9	4	0
QUAL	0	801.6	13	8	5	0
QUAL	0	802.0	11	8	3	1
QUAL	0	802.6	12	8	4	2
QUAL	0	803.0	15	11	4	1
QUAL	0	803.6	10	7	3	1
QUAL	0	804.0	18	12	6	0
QUAL	0	804.4	1	1	0	0
QUAL	0	804.6	14	12	2	0
QUAL	0	805.0	20	12	8	1
QUAL	0	805.6	16	8	8	1
QUAL	0	806.0	24	16	8	0
QUAL	0	806.6	21	18	3	0
QUAL	0	807.0	8	4	4	6
QUAL	0	807.6	12	6	6	0
QUAL	0	808.0	19	11	8	1
QUAL	0	808.6	11	4	7	3
QUAL	0	809.0	16	11	5	2
QUAL	0	809.6	10	6	4	1
QUAL	0	810.0	20	17	3	2
QUAL	0	810.6	13	10	3	0
QUAL	0	811.0	20	15	5	3
QUAL	0	811.6	16	11	5	3
QUAL	0	812.0	20	13	7	0
QUAL	0	812.6	8	7	1	1
QUAL	0	813.0	22	19	3	0
QUAL	0	813.6	9	7	2	1
QUAL	0	814.0	14	10	4	1
QUAL	0	814.6	15	10	5	2
QUAL	0	814.9	1	0	1	0
QUAL	0	815.0	11	9	2	0
QUAL	0	815.6	18	14	4	0
QUAL	0	816.0	13	10	3	3
QUAL	0	816.3	1	0	1	0
QUAL	0	816.6	8	6	2	1
QUAL	0	817.0	21	14	7	1
QUAL	0	817.6	17	8	9	0
QUAL	0	818.0	16	15	1	1
QUAL	0	818.6	8	6	2	1
QUAL	0	819.0	19	15	4	0
QUAL	0	819.6	15	12	3	0
QUAL	0	820.0	20	18	2	1
QUAL	0	820.6	17	13	4	0
QUAL	0	820.9	0	0	0	1
QUAL	0	821.0	21	15	6	2
QUAL	0	821.6	11	8	3	1
QUAL	0	822.0	16	13	3	0
QUAL	0	822.6	7	4	3	0
QUAL	0	823.0	18	11	7	1
QUAL	0	823.1	1	0	1	0
QUAL	0	823.6	19	14	5	0
QUAL	0	824.0	13	12	1	2
QUAL	0	824.6	15	11	4	2
QUAL	0	825.0	21	19	2	1
QUAL	0	825.6	10	5	5	1
QUAL	0	826.0	13	11	2	5
QUAL	0	826.6	15	9	6	1
QUAL	0	827.0	20	14	6	2
QUAL	0	827.6	10	7	3	0
QUAL	0	828.0	12	12	0	0
QUAL	0	828.6	12	9	3	0
QUAL	0	829.0	16	8	8	4
QUAL	0	829.6	9	7	2	2
QUAL	0	830.0	15	12	3	0
QUAL	0	830.6	13	11	2	1
QUAL	0	830.9	0	0	0	1
QUAL	0	831.0	15	9	6	1
QUAL	0	831.6	14	6	8	1
QUAL	0	831.9	0	0	0	1
QUAL	0	832.0	14	10	4	4
QUAL	0	832.6	9	7	2	1
QUAL	0	833.0	18	6	12	3
QUAL	0	833.6	10	9	1	0
QUAL	0	834.0	16	9	7	3
QUAL	0	834.6	13	12	1	1
QUAL	0	835.0	13	11	2	1
QUAL	0	835.6	10	7	3	1
QUAL	0	836.0	15	12	3	1
QUAL	0	836.6	12	10	2	3
QUAL	0	836.7	1	1	0	0
QUAL	0	837.0	11	10	1	1
QUAL	0	837.6	11	11	0	0
QUAL	0	837.7	0	0	0	1
QUAL	0	838.0	12	9	3	0
QUAL	0	838.6	12	11	1	1
QUAL	0	839.0	21	13	8	1
QUAL	0	839.6	9	8	1	3
QUAL	0	840.0	18	15	3	2
QUAL	0	840.6	8	3	5	0
QUAL	0	840.9	1	1	0	0
QUAL	0	841.0	39	26	13	20
QUAL	0	841.6	12	8	4	0
QUAL	0	842.0	16	12	4	3
QUAL	0	842.6	11	7	4	1
QUAL	0	843.0	18	13	5	2
QUAL	0	843.6	18	14	4	1
QUAL	0	843.8	1	1	0	0
QUAL	0	843.9	1	1	0	0
QUAL	0	844.0	26	20	6	3
QUAL	0	844.6	15	11	4	0
QUAL	0	845.0	11	7	4	0
QUAL	0	845.6	10	7	3	3
QUAL	0	846.0	19	14	5	3
QUAL	0	846.6	9	9	0	1
QUAL	0	847.0	14	8	6	2
QUAL	0	847.6	10	7	3	0
QUAL	0	848.0	13	8	5	1
QUAL	0	848.6	9	7	2	1
QUAL	0	849.0	19	16	3	2
QUAL	0	849.6	14	6	8	0
QUAL	0	849.9	1	0	1	0
QUAL	0	850.0	10	9	1	1
QUAL	0	850.6	17	14	3	0
QUAL	0	851.0	18	15	3	1
QUAL	0	851.1	1	0	1	0
QUAL	0	851.6	11	7	4	0
QUAL	0	852.0	15	9	6	0
QUAL	0	852.6	11	6	5	0
QUAL	0	853.0	24	17	7	1
QUAL	0	853.6	14	9	5	5
QUAL	0	854.0	14	11	3	2
QUAL	0	854.6	15	14	1	2
QUAL	0	855.0	14	9	5	1
QUAL	0	855.6	9	8	1	0
QUAL	0	856.0	24	13	11	1
QUAL	0	856.6	13	7	6	1
QUAL	0	857.0	16	11	5	1
QUAL	0	857.3	1	1	0	0
QUAL	0	857.6	6	5	1	0
QUAL	0	857.8	0	0	0	1
QUAL	0	857.9	1	1	0	0
QUAL	0	858.0	14	13	1	3
QUAL	0	858.6	9	8	1	0
QUAL	0	859.0	16	13	3	2
QUAL	0	859.6	7	5	2	0
QUAL	0	860.0	19	17	2	3
QUAL	0	860.6	9	6	3	0
QUAL	0	861.0	21	15	6	0
QUAL	0	861.6	17	13	4	0
QUAL	0	862.0	21	15	6	1
QUAL	0	862.6	4	2	2	2
QUAL	0	863.0	18	11	7	0
QUAL	0	863.6	12	9	3	1
QUAL	0	864.0	15	9	6	1
QUAL	0	864.6	17	14	3	1
QUAL	0	865.0	21	19	2	0
QUAL	0	865.6	8	4	4	1
QUAL	0	866.0	16	10	6	1
QUAL	0	866.6	10	7	3	1
QUAL	0	867.0	20	17	3	2
QUAL	0	867.6	11	10	1	2
QUAL	0	868.0	10	8	2	3
QUAL	0	868.6	15	10	5	2
QUAL	0	869.0	20	11	9	0
QUAL	0	869.6	15	11	4	0
QUAL	0	870.0	29	23	6	0
QUAL	0	870.6	14	8	6	0
QUAL	0	871.0	12	8	4	1
QUAL	0	871.6	12	11	1	2
QUAL	0	872.0	17	10	7	1
QUAL	0	872.6	6	4	2	0
QUAL	0	873.0	18	15	3	1
QUAL	0	873.6	14	10	4	0
QUAL	0	874.0	19	16	3	1
QUAL	0	874.6	10	4	6	0
QUAL	0	875.0	32	27	5	2
QUAL	0	875.6	10	10	0	1
QUAL	0	876.0	15	12	3	2
QUAL	0	876.6	6	4	2	0
QUAL	0	877.0	17	13	4	1
QUAL	0	877.6	14	11	3	1
QUAL	0	877.9	0	0	0	1
QUAL	0	878.0	20	13	7	0
QUAL	0	878.6	9	8	1	1
QUAL	0	879.0	10	7	3	1
QUAL	0	879.6	5	4	1	0
QUAL	0	880.0	9	8	1	2
QUAL	0	880.6	17	12	5	1
QUAL	0	881.0	18	10	8	2
QUAL	0	881.6	9	6	3	0
QUAL	0	882.0	17	13	4	0
QUAL	0	882.6	9	3	6	1
QUAL	0	883.0	21	16	5	0
QUAL	0	883.6	8	6	2	1
QUAL	0	884.0	11	6	5	1
QUAL	0	884.6	8	7	1	1
QUAL	0	885.0	14	14	0	1
QUAL	0	885.6	11	7	4	0
QUAL	0	885.8	1	0	1	0
QUAL	0	885.9	1	1	0	0
QUAL	0	886.0	29	16	13	14
QUAL	0	886.6	11	7	4	3
QUAL	0	887.0	23	15	8	3
QUAL	0	887.6	10	8	2	1
QUAL	0	888.0	17	12	5	3
QUAL	0	888.6	7	4	3	2
QUAL	0	889.0	12	7	5	3
QUAL	0	889.6	14	10	4	3
QUAL	0	889.9	0	0	0	1
QUAL	0	890.0	16	9	7	1
QUAL	0	890.6	14	8	6	1
QUAL	0	891.0	18	13	5	0
QUAL	0	891.6	5	1	4	1
QUAL	0	891.8	1	0	1	0
QUAL	0	892.0	18	11	7	1
QUAL	0	892.6	6	5	1	4
QUAL	0	893.0	18	13	5	2
QUAL	0	893.6	16	12	4	2
QUAL	0	894.0	22	15	7	0
QUAL	0	894.6	8	7	1	0
QUAL	0	895.0	14	10	4	2
QUAL	0	895.6	9	8	1	2
QUAL	0	896.0	18	14	4	2
QUAL	0	896.6	8	5	3	0
QUAL	0	897.0	14	12	2	2
QUAL	0	897.6	14	11	3	0
QUAL	0	897.9	0	0	0	1
QUAL	0	898.0	15	11	4	0
QUAL	0	898.6	12	8	4	1
QUAL	0	898.7	1	1	0	0
QUAL	0	899.0	12	9	3	0
QUAL	0	899.6	15	14	1	1
QUAL	0	899.9	1	1	0	0
QUAL	0	900.0	20	14	6	2
QUAL	0	900.6	13	10	3	0
QUAL	0	901.0	14	9	5	2
QUAL	0	901.1	1	0	1	0
QUAL	0	901.6	12	8	4	0
QUAL	0	902.0	16	13	3	0
QUAL	0	902.6	13	10	3	1
QUAL	0	903.0	18	14	4	1
QUAL	0	903.6	11	10	1	2
QUAL	0	904.0	14	12	2	2
QUAL	0	904.6	9	7	2	1
QUAL	0	905.0	19	16	3	5
QUAL	0	905.6	5	5	0	0
QUAL	0	906.0	19	16	3	0
QUAL	0	906.6	11	7	4	0
QUAL	0	907.0	10	10	0	1
QUAL	0	907.1	1	1	0	0
QUAL	0	907.6	8	2	6	1
QUAL	0	908.0	8	6	2	2
QUAL	0	908.6	6	5	1	0
QUAL	0	909.0	10	7	3	0
QUAL	0	909.6	9	9	0	0
QUAL	0	910.0	21	12	9	3
QUAL	0	910.6	5	4	1	3
QUAL	0	911.0	23	15	8	1
QUAL	0	911.4	0	0	0	1
QUAL	0	911.6	9	6	3	1
QUAL	0	912.0	18	11	7	1
QUAL	0	912.6	11	9	2	1
QUAL	0	913.0	13	11	2	2
QUAL	0	913.6	7	3	4	0
QUAL	0	914.0	15	13	2	1
QUAL	0	914.6	4	3	1	1
QUAL	0	915.0	18	10	8	1
QUAL	0	915.6	9	9	0	1
QUAL	0	916.0	19	14	5	1
QUAL	0	916.6	10	5	5	1
QUAL	0	917.0	16	9	7	2
QUAL	0	917.6	7	6	1	1
QUAL	0	918.0	10	8	2	1
QUAL	0	918.6	8	7	1	1
QUAL	0	919.0	16	12	4	2
QUAL	0	919.6	14	11	3	0
QUAL	0	920.0	15	11	4	1
QUAL	0	920.6	9	7	2	1
QUAL	0	921.0	23	12	11	2
QUAL	0	921.6	5	5	0	1
QUAL	0	922.0	10	7	3	1
QUAL	0	922.6	11	10	1	0
QUAL	0	923.0	19	15	4	0
QUAL	0	923.6	12	9	3	0
QUAL	0	924.0	13	8	5	0
QUAL	0	924.6	12	11	1	1
QUAL	0	925.0	14	12	2	1
QUAL	0	925.6	8	5	3	2
QUAL	0	926.0	10	5	5	0
QUAL	0	926.6	12	9	3	2
QUAL	0	927.0	14	9	5	2
QUAL	0	927.6	7	6	1	1
QUAL	0	928.0	15	11	4	0
QUAL	0	928.6	12	6	6	0
QUAL	0	929.0	5	2	3	1
QUAL	0	929.6	7	7	0	1
QUAL	0	930.0	17	12	5	2
QUAL	0	930.6	8	7	1	1
QUAL	0	931.0	24	12	12	11
QUAL	0	931.6	10	7	3	0
QUAL	0	932.0	12	9	3	3
QUAL	0	932.6	7	6	1	0
QUAL	0	933.0	12	11	1	1
QUAL	0	933.6	8	6	2	0
QUAL	0	934.0	7	3	4	2
QUAL	0	934.6	13	9	4	1
QUAL	0	935.0	21	13	8	2
QUAL	0	935.6	7	4	3	0
QUAL	0	936.0	15	14	1	1
QUAL	0	936.6	5	3	2	0
QUAL	0	937.0	21	17	4	1
QUAL	0	937.6	8	5	3	1
QUAL	0	938.0	16	10	6	1
QUAL	0	938.6	7	5	2	0
QUAL	0	939.0	15	9	6	0
QUAL	0	939.6	8	4	4	0
QUAL	0	940.0	6	2	4	2
QUAL	0	940.6	9	8	1	0
QUAL	0	941.0	20	12	8	0
QUAL	0	941.6	6	4	2	0
QUAL	0	942.0	23	16	7	0
QUAL	0	942.6	10	6	4	1
QUAL	0	943.0	17	14	3	0
QUAL	0	943.6	9	7	2	0
QUAL	0	944.0	25	17	8	1
QUAL	0	944.6	8	8	0	0
QUAL	0	945.0	6	4	2	0
QUAL	0	945.6	13	5	8	1
QUAL	0	946.0	21	16	5	0
QUAL	0	946.6	11	4	7	1
QUAL	0	947.0	10	7	3	0
QUAL	0	947.6	8	4	4	1
QUAL	0	948.0	10	5	5	2
QUAL	0	948.6	11	9	2	0
QUAL	0	949.0	8	8	0	3
QUAL	0	949.6	10	8	2	4
QUAL	0	950.0	14	14	0	1
QUAL	0	950.6	5	3	2	0
QUAL	0	951.0	12	6	6	2
QUAL	0	951.6	8	5	3	0
QUAL	0	952.0	7	5	2	1
QUAL	0	952.6	9	7	2	0
QUAL	0	953.0	15	8	7	0
QUAL	0	953.3	2	0	2	0
QUAL	0	953.6	11	8	3	0
QUAL	0	954.0	12	9	3	4
QUAL	0	954.6	7	6	1	0
QUAL	0	955.0	15	12	3	1
QUAL	0	955.6	14	11	3	0
QUAL	0	956.0	12	9	3	2
QUAL	0	956.6	13	10	3	2
QUAL	0	956.9	1	0	1	0
QUAL	0	957.0	15	8	7	0
QUAL	0	957.6	5	4	1	0
QUAL	0	958.0	16	13	3	0
QUAL	0	958.6	14	10	4	0
QUAL	0	959.0	12	10	2	0
QUAL	0	959.6	10	8	2	1
QUAL	0	960.0	13	10	3	2
QUAL	0	960.6	7	7	0	0
QUAL	0	961.0	16	8	8	1
QUAL	0	961.6	8	7	1	2
QUAL	0	962.0	11	4	7	2
QUAL	0	962.6	9	5	4	1
QUAL	0	963.0	12	9	3	1
QUAL	0	963.6	8	7	1	1
QUAL	0	964.0	13	10	3	2
QUAL	0	964.6	8	5	3	0
QUAL	0	965.0	15	12	3	5
QUAL	0	965.6	10	9	1	0
QUAL	0	966.0	19	13	6	2
QUAL	0	966.6	5	3	2	1
QUAL	0	967.0	14	8	6	3
QUAL	0	967.6	16	13	3	3
QUAL	0	968.0	11	8	3	1
QUAL	0	968.6	9	8	1	0
QUAL	0	969.0	11	7	4	1
QUAL	0	969.6	5	2	3	1
QUAL	0	970.0	16	12	4	1
QUAL	0	970.6	7	6	1	1
QUAL	0	971.0	20	14	6	2
QUAL	0	971.6	7	7	0	0
QUAL	0	972.0	14	9	5	1
QUAL	0	972.6	4	4	0	1
QUAL	0	973.0	13	8	5	3
QUAL	0	973.6	6	4	2	3
QUAL	0	974.0	14	13	1	1
QUAL	0	974.6	5	4	1	0
QUAL	0	975.0	16	11	5	2
QUAL	0	975.6	13	9	4	1
QUAL	0	976.0	27	17	10	10
QUAL	0	976.6	6	5	1	0
QUAL	0	977.0	15	12	3	0
QUAL	0	977.6	7	4	3	0
QUAL	0	978.0	18	14	4	1
QUAL	0	978.6	12	11	1	2
QUAL	0	979.0	17	10	7	0
QUAL	0	979.6	10	7	3	0
QUAL	0	980.0	18	14	4	0
QUAL	0	980.6	7	5	2	0
QUAL	0	981.0	9	7	2	1
QUAL	0	981.6	2	2	0	0
QUAL	0	982.0	13	11	2	0
QUAL	0	982.6	5	3	2	0
QUAL	0	983.0	12	11	1	2
QUAL	0	983.6	7	4	3	1
QUAL	0	984.0	8	8	0	3
QUAL	0	984.6	8	6	2	0
QUAL	0	985.0	15	12	3	0
QUAL	0	985.6	11	6	5	0
QUAL	0	986.0	10	8	2	0
QUAL	0	986.6	7	4	3	0
QUAL	0	987.0	15	8	7	2
QUAL	0	987.6	8	6	2	0
QUAL	0	988.0	12	11	1	0
QUAL	0	988.6	13	8	5	0
QUAL	0	989.0	20	16	4	1
QUAL	0	989.6	8	7	1	3
QUAL	0	990.0	14	12	2	1
QUAL	0	990.6	11	9	2	1
QUAL	0	991.0	16	12	4	1
QUAL	0	991.6	8	3	5	1
QUAL	0	992.0	15	10	5	0
QUAL	0	992.6	8	7	1	1
QUAL	0	993.0	13	10	3	1
QUAL	0	993.6	12	7	5	0
QUAL	0	994.0	14	12	2	1
QUAL	0	994.6	9	7	2	1
QUAL	0	995.0	7	4	3	5
QUAL	0	995.6	6	3	3	0
QUAL	0	995.9	0	0	0	1
QUAL	0	996.0	9	7	2	0
QUAL	0	996.6	8	4	4	0
QUAL	0	997.0	15	8	7	0
QUAL	0	997.6	7	4	3	1
QUAL	0	998.0	17	13	4	1
QUAL	0	998.6	8	6	2	1
QUAL	0	999.0	15	11	4	4
QUAL	0	999.6	9	8	1	0
QUAL	0	1000.0	16	12	4	1
QUAL	0	1000.6	7	5	2	0
QUAL	0	1001.0	20	12	8	1
QUAL	0	1001.6	9	6	3	1
QUAL	0	1002.0	12	9	3	1
QUAL	0	1002.6	12	11	1	0
QUAL	0	1003.0	14	7	7	0
QUAL	0	1003.6	11	8	3	0
QUAL	0	1004.0	15	10	5	2
QUAL	0	1004.6	3	3	0	1
QUAL	0	1005.0	15	11	4	0
QUAL	0	1005.6	6	4	2	1
QUAL	0	1006.0	10	6	4	1
QUAL	0	1006.6	2	2	0	0
QUAL	0	1007.0	13	9	4	0
QUAL	0	1007.6	10	6	4	0
QUAL	0	1008.0	21	14	7	1
QUAL	0	1008.2	1	0	1	0
QUAL	0	1008.6	4	4	0	1
QUAL	0	1009.0	12	9	3	1
QUAL	0	1009.6	4	0	4	1
QUAL	0	1010.0	19	11	8	0
QUAL	0	1010.6	5	2	3	0
QUAL	0	1011.0	22	16	6	1
QUAL	0	1011.6	7	5	2	0
QUAL	0	1012.0	19	16	3	1
QUAL	0	1012.6	7	5	2	0
QUAL	0	1013.0	12	4	8	2
QUAL	0	1013.6	10	8	2	0
QUAL	0	1014.0	22	16	6	3
QUAL	0	1014.6	4	4	0	0
QUAL	0	1015.0	18	15	3	1
QUAL	0	1015.6	7	4	3	0
QUAL	0	1016.0	17	10	7	2
QUAL	0	1016.6	9	8	1	1
QUAL	0	1017.0	12	7	5	4
QUAL	0	1017.6	6	3	3	1
QUAL	0	1018.0	19	11	8	1
QUAL	0	1018.6	7	5	2	0
QUAL	0	1019.0	9	5	4	4
QUAL	0	1019.6	5	4	1	0
QUAL	0	1020.0	15	10	5	4
QUAL	0	1020.6	12	10	2	0
QUAL	0	1021.0	25	15	10	11
QUAL	0	1021.4	1	1	0	0
QUAL	0	1021.6	4	3	1	2
QUAL	0	1022.0	12	9	3	1
QUAL	0	1022.6	12	8	4	0
QUAL	0	1023.0	21	16	5	1
QUAL	0	1023.6	10	9	1	2
QUAL	0	1024.0	8	6	2	0
QUAL	0	1024.4	1	1	0	0
QUAL	0	1024.6	7	5	2	2
QUAL	0	1025.0	17	15	2	1
QUAL	0	1025.6	8	4	4	1
QUAL	0	1026.0	14	10	4	1
QUAL	0	1026.6	10	9	1	2
QUAL	0	1027.0	17	15	2	3
QUAL	0	1027.6	9	5	4	0
QUAL	0	1028.0	8	5	3	0
QUAL	0	1028.6	5	4	1	0
QUAL	0	1029.0	13	9	4	1
QUAL	0	1029.6	5	5	0	0
